review,category or product name,updated-by ,reference link,sentiment
நல்லது அது மனித வாழ்க்கையில் அவசியம்,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&pageNumber=6,positive
மிக மிக மிக மிக நல்ல ஒன்று,Emotional Intelligence (Tamil),priya,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_6?ie=UTF8&reviewerType=all_reviews&pageNumber=6,positive
"உளவியல் ரீதியான வெற்றி படிக்கட்டு அமைத்த புத்தகம். அனைவரும் படிக்க வேண்டியது. இட்லி நல்ல இருக்கு, சட்னி காரமா இருந்து இருக்கலாம்.",Emotional Intelligence (Tamil),maha,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16,positive
"படிப்பதோடு இல்லாமல் அனைத்து விஷயங்களையும் ஒவ்வொரு மனிதரும் கடைபிடிக்க, பின்பற்ற முழு முயற்சிக்க வேண்டும். அவ்வாறு முயன்றால் கண்டிப்பாக ஒவ்வொரு மனிதனின் வாழ்விலும் துன்பங்களும், கோபங்களும் அடியோடு நீங்கி மகிழ்ச்சி மட்டுமே வாழ்நாள் முழுவதும் நம்மோடு வரும்.",Emotional Intelligence (Tamil),maha,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16,positive
உணர்வுச்சிக்கல்களைக் கையாள உதவும் நூல்.முன்னேற்றத்தின் பாதையில் நம்மைச் செலுத்தத் தேவையானவைகள் என்ன என விவரிக்கும் நூல். மனித மனம் செயல்படும் விதத்தைத் மிகத் தெளிவாகப் பகிர்கிறது.,Emotional Intelligence (Tamil),maha,https://www.amazon.in/Emotional-Intelligence-Tamil-%E0%AE%9A%E0%AF%8B%E0%AE%AE-%E0%AE%B5%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%BF%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%A9%E0%AF%8D-ebook/product-reviews/B01M690RO4/ref=cm_cr_getr_d_paging_btm_next_16?ie=UTF8&reviewerType=all_reviews&pageNumber=16,positive
இந்த புத்தகத்தை நான் மிகவும் விரும்புகிறேன். இதை எனது நண்பர்கள் மற்றும் உறவினர்களுக்கு பகிர்ந்து கொள்ள விரும்புகிறேன்.,The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
இந்த புத்தகத்தில் இருந்து ஒவ்வொரு வார்த்தையும் தீர்க்கதரிசியின் வார்த்தைகள்.இது கலில் ஜிப்ரானின் அதிக புத்தகத்தைப் பற்றிய ஆர்வத்தை உருவாக்கும்.,The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
இது கலிலின் புத்தகத்தின் அசல் பதிப்பின் நேர்த்தியான எளிய விளக்கத்தைக் கொண்டுள்ளது.,The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"சுமார் 26 சிறுகதைகள். சிலவற்றைப் புரிந்துகொள்வது எளிதல்ல. படிக்க மிகவும் நல்லது.இது ஒரு தத்துவம் அல்ல, அனைத்து வரையறைகளும் உண்மை.",The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
அனைத்து வரம்புகளையும் கடந்து உணர விரும்பும் அனைவருக்கும் பரிந்துரைக்கப்படுகிறது.மொழிபெயர்ப்பு அசல் நீதி செய்துள்ளது. மிகவும் ஊக்கமளிக்கும்,The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
அருமையான புத்தகம்,The Prophet (Tamil),maha,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
நல்ல தொகுப்பு.. நல்ல புத்தகம்....,The Prophet (Tamil),priya,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"எல்லோரும் இந்த புத்தகத்தை வாங்க வேண்டும். நீங்கள் இந்த புத்தகத்தை வாங்கியவுடன் (உண்மையாக), பின்னர் உங்கள் வாழ்நாளில் வேறு எந்த புத்தகத்தையும் வாங்க மாட்டீர்கள்",The Prophet (Tamil),priya,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
பாரிய ஒன்று,The Prophet (Tamil),priya,https://www.amazon.in/Prophet-Tamil-Kahlil-Gibran/product-reviews/9389567459/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"நீண்ட ஆயுளுடனும் மகிழ்ச்சியுடனும் வாழ்வதற்கு பல்வேறு ஊக்குவிக்கும் கருத்துக்கள் இந்தப் புத்தகத்தில் உள்ளன. ஜப்பானியர்கள் எவ்வாறு தங்கள் வாழ்க்கைக்கு அர்த்தத்தை கொடுத்து, மகிழ்ச்சியாகவும் நிகழ்காலத்திலும் வாழ்கிறார்கள் என்று ஜப்பானியர்களின் வாழ்க்கை முறை குறித்து அருமையாக விவரிக்கிறது இந்த நூல்.",Ikigai : The Japanese Secret To A Long And Happy Life,maha,https://www.amazon.in/Ikigai-Japanese-secret-happy-Tamil/dp/9390085357/ref=cm_cr_arp_d_bdcrb_top?ie=UTF8,positive
வாழ்வில் ஒவ்வொருவரும் படிக்க வேண்டும்....ஒரு அழகான கதைகளுடன் கூடிய அருமையான கருத்துக்கள்....,The Richest Man in Babylon (Tamil),maha,https://www.amazon.in/Richest-Man-Babylon-TAMIL/dp/9389567963/ref=cm_cr_arp_d_bdcrb_top?ie=UTF8,positive
"இந்த புத்தகம் நல்ல நிலையில் இருக்கு,",World’s Greatest Books For Personal Growth & Wealth (Set of 4 Books) (Tamil),maha,https://www.amazon.in/Worlds-Greatest-Personal-Growth-Wealth/product-reviews/9390391628/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,positive
"புத்தகம் சொன்ன தேதியில் டெலிவரி செய்யப்பட்டது,இது ஒரு மலிவு விலை பதிப்பு புத்தகம் (பாகம் வரிசையாக மொத்தம் 5 புத்தகங்கள்),புத்தகத்தின் தாள் நடுத்தரமான குவாலிட்டியில் உள்ளது, பிரின்டிங் தரமானது ஓகே என்கிற அளவில் உள்ளது,இந்த விலை வரிசையில் சரன் பதிப்பகம் வெளியிட்ட இந்த புத்தகம்.நன்றாக உள்ளது,இதே விலை வரிசையில் உள்ள  என்கிற பொன்னியின் செல்வன் புத்தகம் ஒரே புத்தகமாக உள்ளது அதன் தரம் மிகவும் மட்டமாக உள்ளது, அதை செய்யும் பொழுது இந்த புத்தகம் எவ்வளவோ மேல், விலை குறைவாக உள்ளதால் இந்த புத்தகத்தை வாங்கலாம்.நல்ல தரமான பொன்னியின் செல்வன் புத்தகம் வேண்டுவோர் விகடன் பதிப்பகம் அல்லது சிக்ஸ்த் சென்ஸ் பதிப்பகம் வெளியிட்ட புத்தக வெளியீடுகளை வாங்கி படிக்கவும்.","Ponniyin Selvan(Set of all parts 1,2,3,4 & 5)",maha,https://www.amazon.in/Ponnyin-Selvan-Set-all-parts/dp/B08LPKDWKW/ref=sr_1_8?dchild=1&keywords=tamil+books&qid=1632564227&qsid=260-5919975-8549821&sr=8-8&sres=8183222056%2C8183223753%2CB01FMX9VRC%2C9390085357%2C9389053978%2C9391019196%2CB08LPKDWKW%2C9389143152%2C8183223362%2C9388241908%2C9390391628%2CB01M690RO4%2CB073ZLBJ61%2C9389649609%2C9390924189%2C9390924065&srpt=ABIS_BOOK,positive
இந்த புத்தகம் அனைவருக்குமான ஒன்று.முக்கியமாக கடைசியில் வரும் அத்தியாயங்கள் அனைத்தும் நாம் சிந்தினை தூண்டக்கூடிய இருக்கிறது.நிறைய அறிவியல் தகவலை நமக்கு ஏற்ற வகையில் விளக்கமாக இருக்கிறது.நிச்சயமாக நாம் அறிவியல் ஆர்வத்தை வளப்படுத்தும் புத்தகம் இது.,"Ponniyin Selvan(Set of all parts 1,2,3,4 & 5)",maha,https://www.amazon.in/Ponnyin-Selvan-Set-all-parts/dp/B08LPKDWKW/ref=sr_1_8?dchild=1&keywords=tamil+books&qid=1632564227&qsid=260-5919975-8549821&sr=8-8&sres=8183222056%2C8183223753%2CB01FMX9VRC%2C9390085357%2C9389053978%2C9391019196%2CB08LPKDWKW%2C9389143152%2C8183223362%2C9388241908%2C9390391628%2CB01M690RO4%2CB073ZLBJ61%2C9389649609%2C9390924189%2C9390924065&srpt=ABIS_BOOK,positive
என்னதேவையோ அதை கற்பனை செய்து நம்பிக்கையுடன் பிரபஞ்சத்திடம் கேளுங்கள்.,The Secret(Tamil),maha,https://www.amazon.in/Secret-Tamil-Rhonda-Byrne/product-reviews/8183222056/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,positive
"யாதும் ஊரே யாவரும் கேளிர் என்று விசாலப் பார்வையால் உலகை விழுங்கிய சமூகத்தில் இனம், மொழி, சாதி, பிராந்திய வெறியோடு புனையப்படும் இலக்கியங்கள் நாட்டுக்கும் உலகத்துக்கும் ஒவ்வாதன. அவை பெரிய தலைவர்களால் புனையப்படினும் ஏற்தபுடையதல்ல. நாட்டின் தேவையும் உலகின் தேவையும் இணக்கத்துக்கான சிந்தனையேயன்றி சுய இன உயர்ச்சி நவிலலும் வேறுபாடு புகட்டலுமல்ல.",maperum-tamil kanavu,maha,https://www.amazon.in/Maperum-Tamil-Kanavu-%E0%AE%AE%E0%AE%BE%E0%AE%AA%E0%AF%86%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%95%E0%AF%8D/product-reviews/8194015421/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&pageNumber=1&filterByStar=critical,positive
"நம் மாபெரும் தமிழக் கனவு வெல்லும்! அண்ணாவின் பெயர் சொல்லாத எந்த அரசியல் கட்சியாலும் அரை நூற்றாண்டாக காலுண்டர முடியவில்லை காரணம் அவர் கட்டமைத்த சமூக நீதி, மதசார்பின்மை, மொழி பற்று, மாநில சுயாட்சிக்கு முன்னெடுத்த போர்க்குரல். இன்றும் மிக பலமாக அவர் பெயர் ஒலித்துக்கொண்டுள்ளது இம்மண்ணில், தொடர்ந்து ஒலிக்கும். இந்நூல் திராவிட மண்ணுக்கு அவரின் மாபெரும் தொலைநோக்கு பார்வையை துல்லியமாக விவரிக்கிறது.",maperum-tamil kanavu,maha,https://www.amazon.in/Maperum-Tamil-Kanavu-%E0%AE%AE%E0%AE%BE%E0%AE%AA%E0%AF%86%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%95%E0%AF%8D/product-reviews/8194015421/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&pageNumber=1&filterByStar=critical,positive
நான் வழக்கமாக வாழ்க்கை வரலாறு புத்தகம் பிடிக்காது ஆனால் எல்லோரும் உத்வேகம் இந்த புத்தகம் படிக்க வேண்டும். ............ இந்த புத்தகத்தின் காகித தரம் அவ்வளவு நல்லதல்ல.,maperum-tamil kanavu,maha,https://www.amazon.in/Maperum-Tamil-Kanavu-%E0%AE%AE%E0%AE%BE%E0%AE%AA%E0%AF%86%E0%AE%B0%E0%AF%81%E0%AE%AE%E0%AF%8D-%E0%AE%A4%E0%AE%AE%E0%AE%BF%E0%AE%B4%E0%AF%8D%E0%AE%95%E0%AF%8D/product-reviews/8194015421/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&pageNumber=1&filterByStar=critical,negative
எளிய நடை மொழிபெயர்ப்பு. பாராட்டுக்கள். தனி மனிதனிடம் உள்ள உள்ள செல்வந்தர் ஆவதற்குரிய குறைகளைகுறையை கண்ணாடி போல் காட்டுகிறது இந்த புத்தகம்,think and grow rich (tamil),maha,https://www.amazon.in/Think-Grow-Rich-Napoleon-Hill/product-reviews/9389931169/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,negative
வாழ்க தமிழ்.,Ponniyin Selvan Kalki in Tamil,maha,https://www.amazon.in/Ponniyin-Selvan-Kalki-Tamil/dp/B08HR6P57L/ref=sr_1_3?crid=3VZS6F19NOAUX&dchild=1&keywords=ponniyin+selvan+book+tamil+vikatan+publication&qid=1632648511&qsid=260-5919975-8549821&s=books&sprefix=ponniyin+selvan+book+tamil%2Cstripbooks%2C382&sr=1-3&sres=B08LPKDWKW%2CB08HR6P57L%2CB084RCL587%2CB07DXKYZFK%2CB089M98T6M%2CB0778N8XVR%2C8190788604%2C8179507823%2CB08JC5M5BW%2CB01M71S7FY%2CB089527R1B%2CB07MXJ33HN%2CB07HZ3Z884%2C1639570519%2CB08Q87C4FX%2C9388860098,positive
தமிழன் ஒவ்வொருவரும் படிக்க வேண்டிய புத்தகம்.,Ponniyin Selvan Kalki in Tamil,maha,https://www.amazon.in/Ponniyin-Selvan-Kalki-Tamil/dp/B08HR6P57L/ref=sr_1_3?crid=3VZS6F19NOAUX&dchild=1&keywords=ponniyin+selvan+book+tamil+vikatan+publication&qid=1632648511&qsid=260-5919975-8549821&s=books&sprefix=ponniyin+selvan+book+tamil%2Cstripbooks%2C382&sr=1-3&sres=B08LPKDWKW%2CB08HR6P57L%2CB084RCL587%2CB07DXKYZFK%2CB089M98T6M%2CB0778N8XVR%2C8190788604%2C8179507823%2CB08JC5M5BW%2CB01M71S7FY%2CB089527R1B%2CB07MXJ33HN%2CB07HZ3Z884%2C1639570519%2CB08Q87C4FX%2C9388860098,positive
"இனியபுனல் அருவிதவழ் இன்பமலைச் சாரலிலே கனிகுலவும் மரநிழலில் கரம்பிடித்து உகந்ததெல்லாம் கனவுதானோடி-சகியே நினைவுதானோடி! * * * புன்னைமரச் சோலையிலே பொன்னொளிரும் மாலையிலே என்னைவரச் சொல்லி அவர் கன்னல் மொழி பகர்ந்ததெல்லாம் சொப்பனந்தானோடி - அந்த அற்புதம் பொய்யோடி! * * * கட்டுக்காவல் தான் கடந்து கள்ளரைப்போல் மௌ்ளவந்து மட்டில்லாத காதலுடன் கட்டி முத்தம் ஈந்ததெல்லாம் நிகழ்ந்ததுண்டோடி - நாங்கள் மகிழ்ந்ததுண்டோடி!""",Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&reviewerType=all_reviews&pageNumber=3,positive
நான் படித்த முதல் சரித்திர நாவல்!தமிழகத்தில் மன்னர்கால வாழ்வியலை மிக அற்புதமாக எழுதியிருக்கிறார் கல்கி! அக்காலத்திற்கே சென்று வந்தாற்போன்ற உணர்வு! அருமையான உரைநடை! நல்ல முடிவுரை!,Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_65?ie=UTF8&reviewerType=all_reviews&pageNumber=65,positive
"கல்கி அவ‌ர்க‌ளி‌ன் முயற்சி உழைப்பு எழுத்தாற்றல் பிரமிக்க வைக்கிறது, நாம் ஒரு சிறந்த தமிழனாக தமிழ் இனத்தின் பெருமை காத்து வாழ்வாங்கு வாழ ஏக இறைவன் அருள் புரியட்டும்",Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_65?ie=UTF8&reviewerType=all_reviews&pageNumber=65,positive
அருமையான தமிழ் நடையில் வாசிக்க...ஐந்து புத்தகம்..,Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_65?ie=UTF8&reviewerType=all_reviews&pageNumber=65,positive
தமிழன் என்று திமிர் கொள்வாய் .இது போல் நூல்களை படிக்கவும்,Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_65?ie=UTF8&reviewerType=all_reviews&pageNumber=65,positive
குறைந்த விலையில் நல்ல பதிப்பு...மிக்க மகிழ்ச்சி….ஆர்டர் செய்த குறுகிய காலத்திலே…..புத்தகங்கள் கிடைத்து விட்டன..,Ponniyin Selvan (5 parts in single book),maha,https://www.amazon.in/Ponniyin-Selvan-parts-single-book/product-reviews/B089S98SDL/ref=cm_cr_getr_d_paging_btm_next_65?ie=UTF8&reviewerType=all_reviews&pageNumber=65,positive
"புகழால் ஈர்த்த நூல்.
விளக்கங்களால் கலங்கடித்த நூல்.
தொடக்க வரலாறு மாந்த தோற்றம் பற்றிய தாயினும் பிறகு மாந்த எண்ணொட்டங்களை பற்றிய விளக்கங்களும் அதனால் எனக்கான குழப்பங்களும் என்றானது.
புடவியல், பொருளியல் சார்ந்தவைகள் கலக்கமடையசெய்தன. ஆனால், பற்பல நயமா எடுத்துக்காட்டுகள் அளப்பறியவையே.
புத்தகத்தின் நடுவில் தேக்கமான நிலையும் பின்னர் மிகுந்த ஆர்வமான பொருளிய காலணி ஆட்சிக்கான கருமங்கள் அருமை.
இந்திய மண்டலங்களின் பங்களிப்பு இந்த சேம்பியன்சில் இல்லாதது எனக்கு ஏமாற்றம்.
அதற்காக நாம் அரிதான இனமன்று.
இலமூரிய கொள்கையில் நம்பிக்கை உடையவன்.
ஆன்மிக பற்று போன்றவைகள் கட்டமைப்பே எதற்காக எனில் குமுக பண்பாடு என்றாக.
, எதுமே இயற்கைக்கு எதிரானபண்பு அல்ல என்ற வகையில் ஓரினச்சேர்க்கை போன்ற உணர்வு இயற்கையான ஒன்று என்ற கருத்து.
எனக்கு குழப்பமே.
வேளாண்மை தொழிற்புரட்சியில் கால்நடைகளுக்கு இருக்கும் மனக்குமுறலாக இதை கண்டேன்.
இரக்கமற்ற முதலாலிதவமான இடம்.
பெரும் பேராசையான நிலப்பறிப்பு ஐரோப்பிய கொள்கை.
ஆங்கிலேயர்களால் அடிமைபடுத்தப்பட்ட நிலையை கண்டு சினமான என் உணர்வுகள் அவர்களால் தான் நம் பழந்தொன்மங்கள் நமக்கு ஆவணப்படுத்தப்பட்டது என்றதை நினைவூட்டி உடன் நானும் அதை செய்யவில்லையே என்று நாணுகிறேன்.
இருந்தாலும் அவர்கள் விடை கொடுத்தாக வேண்டும்.
ஓட்டுமொத்தமாக நல்ல அறிமுகம் நம் இனத்தையும் , ஐரோப்பிய கொள்கையும்.
",Sapiens: A Brief History of Humankind,maha,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/product-reviews/9387383636/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,positive
ஒவ்வொரு மனிதனும் படிக்க வேண்டிய மனித குலத்தின் வரலாறு. நிச்சயமாக இந்த புத்தகம் உங்களை சிந்திக்க தூண்டும்,Sapiens: A Brief History of Humankind,maha,https://www.amazon.in/Sapiens-Humankind-Yuval-Noah-Harari/product-reviews/9387383636/ref=cm_cr_getr_d_paging_btm_next_9?ie=UTF8&reviewerType=all_reviews&pageNumber=9,positive
"எத்தனை முறை கேட்டாலும் ராமன் நல்லவன், சுய சிந்தனையை தூண்டும் புத்தகம் பலர் படித்தால் சமூகத்தில் முட்டாள் தனமான வார்த்தைகள் மறைய உதவும் புத்தகம்...

ஆசிரியருக்கு நன்றிகள் கோடி...

நான் இப்போது தெரிஞ்சத்து கொள்ள வேண்டியது பத்ரனா இராவணனா",Asura: Tale of the Vanquished,maha,https://www.amazon.in/Asura-Tale-Vanquished-Anand-Neelakantan/product-reviews/8183224385/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&pageNumber=10,positive
"இராவணனை பற்றிய முற்றிலும் வேறுபட்ட பார்வையை வாசகர்களிடன் பிரதிபளிக்கிறதி இக்காவியம்
சாதிய ஏற்றத்தாழ்வுகளையும் அதன் விளைவால் வீழ்ந்த இராமன் முடிவும் எற்றுக் கொள்ளும் விதமாக இருந்தது நன்றி",Asura: Tale of the Vanquished,maha,https://www.amazon.in/Asura-Tale-Vanquished-Anand-Neelakantan/product-reviews/8183224385/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&pageNumber=10,positive
"முதலில் ராமாயணம் இதிகாசமல்ல, அது வரலாறு. இதிகாசமாகவே வைத்துக்கொண்டாலும் அதிலிருந்து நல்ல செய்திகளை எடுத்துக்கொள்ளவேண்டும். அதை விடுத்து கம்யூனிஸ்ட்டு போல எல்லாவற்றிலும் குற்றம் மட்டுமே கண்டுபிடித்து victim மனநிலையை உருவாக்கி மக்களின் உணர்ச்சிகளைத் தூண்டிவிடுவதை தமிழ் இலக்கிய உலகம் கைவிடவேண்டும்.",Asura: Tale of the Vanquished,maha,https://www.amazon.in/Asura-Tale-Vanquished-Anand-Neelakantan/product-reviews/8183224385/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&pageNumber=10,positive
அருமையான படைப்பு..,Asura: Tale of the Vanquished,maha,https://www.amazon.in/Asura-Tale-Vanquished-Anand-Neelakantan/product-reviews/8183224385/ref=cm_cr_getr_d_paging_btm_next_10?ie=UTF8&reviewerType=all_reviews&pageNumber=10,positive
பணம் மேலாண்மை மற்றும் வழிகாட்டல் நல்ல ஆதரவு பணம் சேமிக்க மற்றும் ஒரு புராணபோன்ற சம்பாதிக்க ... நான் பணம் மேலாண்மை அடிப்படை தெரிந்து கொள்ள விரும்பும் அனைவருக்கும் இந்த புத்தகம் பரிந்துரைக்கிறோம் ...,,sanjju,,positive
"டோ கார் நான் சிவப்பு 137 பக்கங்கள் உண்மையில் நல்ல புத்தகம், அவர் நடுத்தர வர்க்க மக்கள் எங்களைப் போன்ற தவறு என்ன விளக்கினார் .நான் உண்மையில் இந்த புத்தகத்தை வெறுக்கிறேன்.",,sanjju,,negative
"அதிகம் எதிர்பார்க்கப்படும் நகைச்சுவைகள், மிகக் குறைவான நகைச்சுவைகள் .. மதிப்புக்குரியது அல்ல",Thangaduraiyin Tharkolai Jokes Reviews,supriya,https://www.flipkart.com/thangaduraiyin-tharkolai-jokes/product-reviews/itme4dbf592f2bb3?pid=9781645468820&lid=LSTBOK9781645468820LHEQQB&marketplace=FLIPKART,negative
"நான் தமிழ் பதிப்பிற்கு விண்ணப்பித்தேன் ஆனால் நீங்கள் எனக்கு ஆங்கில பதிப்பை அனுப்பினீர்கள் ... உங்களிடம் தமிழ் பதிப்பு இல்லையென்றால், ஏன் தமிழ் பதிப்பின் படத்தை வைக்கிறீர்கள்.",power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=2,negative
பல கிறிஸ்தவ மதங்கள்,power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=2,negative
"சூப்பர் புத்தகம் படிக்க எளிதானது மற்றும் புரிந்துகொள்ளக்கூடியது
காகிதத் தரம் நன்றாக இருக்கிறது, 335 பக்கங்கள் மிக விரைவாக விநியோகிக்க இந்த ஐப் படிக்க நான் காத்திருக்க முடியாது ...",power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=2,positive
என் வாழ்க்கையை மாற்றியது. நான் இப்போது என் வாழ்க்கையின் துணைவருடன் வாழ்கிறேன். நண்பர் தத்துவஞானி மற்றும் வழிகாட்டி எப்போதும் வாழ்நாள் முழுவதும் இருக்கும்,power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=,positive
"சிறந்த சுய வளர்ச்சி புத்தகம்!
உங்கள் வாழ்க்கையில் சில பயனுள்ள மாற்றங்களை நீங்கள் காண விரும்பினால் இதை வாங்கலாம்!",power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=2,positive
இந்த புத்தகம் எனக்கு பயனுள்ளதாக இல்லை. மொழிபெயர்ப்பாளரின் மிகவும் மோசமான மொழி வாசிப்பை மிகவும் கடினமாக்குகிறது. உங்கள் பணத்தை வீணாக்காதீர்கள்,power of subconcious mind,supriya,https://www.flipkart.com/power-your-subconscious-mind/product-reviews/itmfcqbqjhhfdgqg?pid=9788183222143&lid=LSTBOK9788183222143VCQRBX&marketplace=FLIPKART&page=2,negative
"பெரிய ராஜா ராஜராஜ சோழனின் அவதாரத்திற்கு முன் சில சமயங்களில் அவரது வாழ்க்கை பற்றிய ஒரு வரலாற்று நாவல்.
",ponniyin selvan,supriya,https://www.google.com/search?q=googlr+translator&oq=googlr+translator&aqs=chrome..69i57j0i10i131i433l2j0i10j0i10i433l2j0i10j0i10i433l2j0i10i131i433.6934j0j7&sourceid=chrome&ie=UTF-8,positive
